MONTH,DAY,WEEKDAY,AIRLINE,ORG_AIR,DEST_AIR,SCHED_DEP,DEP_DELAY,AIR_TIME,DIST,SCHED_ARR,ARR_DELAY
4,19,7,US,ORD,PHL,1840,39.0,90.0,678,2155,19.0
4,19,7,DL,ATL,JAX,1952,-1.0,49.0,270,2102,-1.0
4,19,7,UA,DEN,SFO,1720,2.0,124.0,967,1857,-13.0
4,20,1,UA,SFO,LAX,1434,32.0,57.0,337,1607,20.0
4,20,1,EV,ATL,AGS,1145,11.0,35.0,143,1237,27.0
4,20,1,UA,IAH,EWR,1552,1.0,205.0,1400,2029,29.0
4,20,1,DL,PHX,DTW,950,-8.0,200.0,1671,1632,-9.0
4,20,1,DL,ATL,MDT,1515,5.0,81.0,620,1712,-3.0
4,21,2,DL,ATL,AUS,1215,-1.0,125.0,813,1339,8.0
4,21,2,US,LAS,PHX,1635,-8.0,47.0,255,1744,-6.0
4,21,2,DL,ATL,JAN,1210,-2.0,56.0,341,1232,-6.0
4,21,2,B6,DEN,BOS,2324,-5.0,196.0,1754,505,-9.0
4,22,3,DL,ATL,PBI,1750,-3.0,77.0,545,1942,-21.0
4,22,3,AA,DFW,TUS,1710,9.0,130.0,813,1741,11.0
4,22,3,WN,LAS,SLC,1225,30.0,55.0,368,1445,26.0
4,23,4,MQ,DFW,SJT,905,22.0,45.0,229,1014,19.0
4,23,4,WN,PHX,SJC,1200,3.0,92.0,621,1350,0.0
4,23,4,WN,SFO,LAX,1320,48.0,58.0,337,1440,46.0
4,23,4,WN,LAS,TPA,1615,43.0,213.0,1984,2330,25.0
4,24,5,DL,ATL,DAY,1545,-2.0,67.0,432,1718,-15.0
4,24,5,DL,PHX,DTW,600,-1.0,173.0,1671,1242,-29.0
4,24,5,OO,LAX,SMF,1620,,,373,1748,
4,24,5,AA,DFW,BWI,1835,288.0,139.0,1217,2245,256.0
4,25,6,OO,LAX,SAN,735,-6.0,32.0,109,833,-16.0
4,25,6,WN,DEN,OKC,1715,160.0,66.0,495,1945,149.0
4,26,7,OO,SFO,EUG,1052,-6.0,74.0,451,1230,3.0
4,26,7,US,PHX,SAN,1020,-6.0,51.0,304,1136,-8.0
4,26,7,WN,LAS,MDW,1845,8.0,195.0,1521,10,16.0
4,26,7,AA,DFW,TPA,1810,279.0,114.0,929,2135,275.0
4,27,1,OO,LAX,SLC,1530,-4.0,94.0,590,1819,-2.0
4,27,1,DL,ATL,SAV,2256,-3.0,35.0,214,2357,-12.0
4,27,1,US,LAS,PHX,1635,-3.0,45.0,255,1744,10.0
4,28,2,WN,ATL,CAK,2215,-3.0,70.0,528,2355,-13.0
4,28,2,OO,LAX,SFO,1215,88.0,59.0,337,1350,74.0
4,28,2,AA,SFO,DFW,55,2.0,183.0,1464,618,5.0
4,28,2,F9,DEN,SEA,749,-6.0,142.0,1024,940,-20.0
4,29,3,DL,ATL,GSO,1622,-3.0,49.0,306,1737,-7.0
4,29,3,UA,IAH,LAX,2110,0.0,175.0,1379,2250,-6.0
4,29,3,MQ,DFW,GPT,1205,0.0,68.0,500,1346,-9.0
4,30,4,MQ,DFW,FSD,1249,-6.0,131.0,737,1500,12.0
4,30,4,OO,DEN,TUS,1519,-7.0,94.0,639,1619,-6.0
4,30,4,UA,MSP,DEN,1156,-1.0,97.0,680,1310,-15.0
4,30,4,F9,DEN,DFW,1125,-7.0,87.0,641,1416,-13.0
5,1,5,US,ATL,CLT,1959,-9.0,42.0,226,2115,-10.0
5,1,5,UA,IAH,EWR,721,-1.0,179.0,1400,1159,-17.0
5,1,5,DL,ATL,PDX,958,-2.0,280.0,2172,1215,-10.0
5,1,5,WN,ATL,MCO,1025,0.0,64.0,404,1200,-9.0
5,2,6,DL,ATL,LAS,1346,-6.0,228.0,1747,1508,-15.0
5,2,6,DL,ATL,DFW,1355,-1.0,107.0,731,1518,-18.0
5,3,7,WN,PHX,TUL,1910,12.0,119.0,935,2325,8.0
5,3,7,OO,DEN,CPR,1236,70.0,39.0,230,1338,66.0
5,3,7,WN,ATL,PHL,2220,48.0,94.0,666,25,39.0
5,3,7,NK,MSP,IAH,2019,5.0,148.0,1034,2305,14.0
5,4,1,OO,ORD,TVC,1240,-4.0,40.0,224,1447,0.0
5,4,1,OO,DFW,ORD,1420,-7.0,115.0,802,1645,-15.0
5,4,1,WN,DEN,ATL,550,-2.0,149.0,1199,1045,-6.0
5,5,2,UA,IAH,PDX,1744,14.0,,1825,2017,
5,5,2,F9,ORD,MCO,1410,62.0,137.0,1005,1750,73.0
5,5,2,EV,ATL,MOB,1400,-2.0,53.0,302,1414,-1.0
5,5,2,WN,PHX,ONT,2110,-5.0,49.0,325,2215,-10.0
5,6,3,DL,DEN,DTW,1135,-6.0,141.0,1123,1621,-14.0
5,6,3,OO,PHX,SFO,1815,-5.0,105.0,651,2023,-13.0
5,6,3,EV,ORD,FNT,1415,2.0,35.0,223,1625,-11.0
5,6,3,DL,ATL,SAV,1630,5.0,36.0,214,1738,-8.0
5,7,4,UA,IAH,MSY,1029,1.0,47.0,305,1139,-1.0
5,7,4,OO,MSP,MKE,1015,-5.0,46.0,297,1128,-11.0
5,7,4,UA,SFO,EWR,1525,19.0,295.0,2565,2,-4.0
5,7,4,DL,ATL,GSO,1955,11.0,46.0,306,2116,2.0
5,8,5,WN,LAX,LAS,1815,-7.0,47.0,236,1910,7.0
5,8,5,MQ,ORD,BNA,1000,-1.0,59.0,409,1128,-9.0
5,8,5,UA,ORD,MSP,905,0.0,57.0,334,1034,-7.0
5,8,5,NK,IAH,LAX,1425,-2.0,194.0,1379,1558,-4.0
5,9,6,EV,DFW,FSM,1645,4.0,41.0,227,1747,-2.0
5,9,6,UA,SFO,PDX,1915,-4.0,80.0,550,2106,-19.0
5,10,7,DL,ATL,CHS,1340,1.0,41.0,259,1454,-4.0
5,10,7,VX,SFO,LAX,1835,15.0,57.0,337,1955,19.0
5,10,7,UA,SFO,DCA,1040,-1.0,292.0,2442,1900,14.0
5,10,7,EV,IAH,CVG,1334,-4.0,130.0,871,1703,12.0
5,11,1,NK,ORD,MSP,1625,46.0,54.0,334,1752,88.0
5,11,1,EV,IAH,BRO,1735,,,308,1847,
5,11,1,F9,LAS,DEN,1050,2.0,85.0,628,1340,-2.0
5,12,2,WN,ATL,MCI,2225,26.0,104.0,692,2335,16.0
5,12,2,MQ,DFW,OKC,1335,17.0,34.0,175,1435,11.0
5,12,2,AS,LAX,PDX,1100,-3.0,110.0,834,1319,-15.0
5,12,2,UA,SFO,EWR,2355,1.0,279.0,2565,825,-21.0
5,13,3,UA,DEN,FLL,1239,11.0,200.0,1703,1835,-10.0
5,13,3,OO,DEN,MSN,1000,-8.0,104.0,826,1313,-15.0
5,13,3,OO,DEN,SGU,1955,-9.0,83.0,517,2140,-10.0
5,13,3,WN,DEN,SLC,1615,-2.0,63.0,391,1740,-13.0
5,14,4,OO,ORD,SPI,1612,17.0,31.0,174,1712,16.0
5,14,4,DL,ATL,EWR,2145,43.0,99.0,746,1,23.0
5,14,4,DL,ATL,ECP,1101,5.0,40.0,240,1109,3.0
5,14,4,WN,LAS,SNA,1510,48.0,43.0,226,1615,48.0
5,15,5,NK,ORD,OAK,1445,1.0,253.0,1836,1720,-2.0
5,15,5,WN,ATL,BWI,1500,0.0,83.0,577,1655,-12.0
5,15,5,DL,ATL,CHO,1935,0.0,66.0,457,2108,-13.0
5,16,6,UA,ORD,BWI,1735,7.0,86.0,622,2037,-8.0
5,16,6,EV,ATL,BTR,1259,-4.0,82.0,448,1330,5.0
5,16,6,WN,LAS,OAK,2045,50.0,67.0,407,2215,40.0
5,17,7,UA,ORD,DCA,2055,193.0,78.0,612,2351,172.0
5,17,7,WN,LAS,TPA,1615,36.0,225.0,1984,2330,30.0
5,17,7,WN,DEN,CMH,1015,3.0,143.0,1154,1505,-2.0
5,17,7,NK,MSP,ORD,604,13.0,62.0,334,728,18.0
5,18,1,DL,ATL,TPA,932,0.0,60.0,406,1058,-11.0
5,18,1,OO,DEN,CVG,1005,-7.0,133.0,1069,1446,-14.0
5,18,1,DL,MSP,DTW,1910,12.0,68.0,528,2150,-3.0
5,18,1,AA,ORD,MCO,1450,-5.0,134.0,1005,1834,-12.0
5,19,2,US,PHX,OAK,945,0.0,100.0,646,1147,-5.0
5,19,2,UA,LAX,BWI,2315,-4.0,256.0,2329,725,-41.0
5,19,2,DL,ATL,ICT,1920,3.0,105.0,782,2041,-8.0
5,20,3,UA,IAH,EWR,1430,9.0,173.0,1400,1910,-14.0
5,20,3,NK,DFW,LAX,630,-1.0,169.0,1235,736,5.0
5,20,3,UA,DEN,BWI,1951,106.0,159.0,1491,117,73.0
5,20,3,EV,ATL,DHN,1726,0.0,31.0,170,1720,-5.0
5,21,4,US,DEN,CLT,125,0.0,144.0,1337,632,-15.0
5,21,4,DL,ATL,MDW,1425,75.0,84.0,591,1524,59.0
5,21,4,MQ,DFW,TUL,1415,54.0,37.0,237,1522,49.0
5,21,4,EV,DFW,GGG,850,43.0,26.0,140,944,44.0
5,22,5,NK,LAS,BOS,2310,-8.0,253.0,2381,713,-39.0
5,22,5,MQ,DFW,MOB,2020,-6.0,72.0,539,2204,-9.0
5,22,5,F9,SFO,DEN,600,-7.0,133.0,967,930,-3.0
5,22,5,MQ,DFW,MHK,910,-5.0,72.0,431,1045,12.0
5,23,6,EV,ATL,BTV,1909,18.0,120.0,961,2134,12.0
5,23,6,AA,ORD,SEA,730,1.0,230.0,1721,1005,-26.0
5,23,6,DL,LAX,LAS,1945,-1.0,42.0,236,2059,-13.0
5,24,7,AA,DFW,SAT,930,0.0,46.0,247,1039,-8.0
5,24,7,MQ,ORD,MDT,1500,-5.0,70.0,594,1750,-27.0
5,24,7,DL,MSP,PHL,1130,-7.0,122.0,980,1502,-21.0
5,25,1,WN,DEN,BNA,600,0.0,137.0,1014,925,13.0
5,25,1,F9,LAS,CVG,910,-8.0,209.0,1678,1550,14.0
5,25,1,OO,ORD,MKE,855,-1.0,24.0,67,951,-3.0
5,26,2,NK,DFW,DEN,840,7.0,91.0,641,941,-4.0
5,26,2,EV,ATL,FAY,1154,0.0,50.0,331,1308,-10.0
5,26,2,NK,LAX,DFW,2025,180.0,147.0,1235,118,169.0
5,26,2,OO,IAH,CLE,715,87.0,135.0,1091,1102,76.0
5,27,3,DL,ATL,JAX,1215,9.0,45.0,270,1323,4.0
5,27,3,OO,ORD,SPI,1612,-6.0,34.0,174,1712,-6.0
5,27,3,NK,IAH,MCO,1318,61.0,115.0,854,1636,59.0
5,27,3,WN,DEN,ABQ,1540,-1.0,54.0,349,1655,-2.0
5,28,4,OO,IAH,MSP,1401,-3.0,133.0,1034,1645,-11.0
5,28,4,DL,ATL,MYR,950,-1.0,47.0,317,1107,-17.0
5,28,4,UA,LAX,MSY,1142,4.0,198.0,1670,1723,-9.0
5,28,4,EV,IAH,CVG,715,-7.0,125.0,871,1044,-12.0
5,29,5,UA,PHX,DEN,1131,-9.0,79.0,602,1418,-19.0
5,29,5,OO,DEN,FAT,2205,-6.0,116.0,844,2331,-17.0
5,29,5,WN,LAX,DEN,1400,68.0,111.0,862,1715,54.0
5,29,5,AA,DFW,PBI,2015,25.0,141.0,1102,2,30.0
5,30,6,EV,ORD,ATW,925,13.0,30.0,160,1022,3.0
5,30,6,DL,ATL,MCO,1055,-3.0,61.0,404,1226,-1.0
5,30,6,WN,DEN,IAD,1655,-1.0,180.0,1452,2215,-5.0
5,31,7,AA,DFW,IAD,2026,3.0,143.0,1172,28,-6.0
5,31,7,MQ,ORD,OMA,723,-8.0,60.0,416,900,-31.0
5,31,7,DL,ATL,MDT,1505,48.0,89.0,620,1707,96.0
5,31,7,DL,ATL,MIA,2255,17.0,79.0,594,46,8.0
6,1,1,NK,ATL,ORD,1048,11.0,90.0,606,1148,10.0
6,1,1,WN,SFO,SAN,920,3.0,65.0,447,1055,-10.0
6,1,1,DL,ATL,MIA,1500,43.0,87.0,594,1655,32.0
6,2,2,MQ,ORD,OKC,1035,0.0,91.0,693,1245,-16.0
6,2,2,AA,ORD,LGA,1450,242.0,104.0,733,1801,236.0
6,2,2,B6,LAX,FLL,2204,5.0,269.0,2343,600,5.0
6,2,2,OO,ORD,BNA,1820,29.0,62.0,409,1952,21.0
6,3,3,DL,MSP,LAS,1740,-5.0,175.0,1299,1901,-9.0
6,3,3,WN,LAS,SFO,1435,15.0,73.0,414,1610,10.0
6,3,3,DL,ATL,PHL,940,0.0,92.0,666,1148,-16.0
6,3,3,DL,ATL,SMF,1930,49.0,264.0,2092,2136,36.0
6,4,4,AS,MSP,SEA,1625,-6.0,190.0,1399,1755,-5.0
6,4,4,MQ,ORD,BMI,2005,-3.0,23.0,116,2059,-17.0
6,4,4,OO,DFW,SFO,600,18.0,200.0,1464,758,10.0
6,5,5,US,ATL,CLT,550,-3.0,39.0,226,657,-10.0
6,5,5,WN,PHX,MCI,1920,3.0,125.0,1044,2350,-4.0
6,5,5,WN,DEN,STL,1625,60.0,100.0,770,1925,54.0
6,5,5,DL,ATL,PDX,1929,-3.0,275.0,2172,2145,-24.0
6,6,6,WN,LAS,SFO,2030,-5.0,62.0,414,2205,-14.0
6,6,6,UA,LAS,EWR,2218,-5.0,250.0,2227,559,-10.0
6,6,6,EV,ATL,ROA,1036,-4.0,64.0,357,1202,-2.0
6,7,7,EV,ORD,FSD,1230,5.0,73.0,462,1410,6.0
6,7,7,UA,SFO,LAX,2013,42.0,59.0,337,2155,41.0
6,7,7,EV,DEN,ELP,1952,23.0,87.0,563,2144,14.0
6,7,7,UA,IAH,LAS,730,-1.0,161.0,1222,843,-11.0
6,7,7,WN,DEN,SEA,1545,-4.0,137.0,1024,1735,2.0
6,8,1,WN,LAS,SAT,945,-4.0,124.0,1069,1420,-7.0
6,8,1,AA,ORD,LAX,2210,20.0,228.0,1744,39,-3.0
6,8,1,F9,ATL,IAD,1510,0.0,79.0,534,1655,0.0
6,8,1,OO,DEN,SLC,1845,30.0,55.0,391,2015,10.0
6,9,2,UA,ORD,SNA,928,-8.0,231.0,1726,1148,-5.0
6,9,2,MQ,ORD,SUX,1320,-3.0,64.0,436,1458,-17.0
6,9,2,NK,LAX,DEN,935,-3.0,108.0,862,1256,-11.0
6,9,2,UA,ORD,EWR,1305,67.0,97.0,719,1635,57.0
6,10,3,AA,DFW,LGA,1540,-6.0,188.0,1389,2016,-3.0
6,10,3,UA,DEN,MCO,1000,-2.0,197.0,1546,1542,0.0
6,10,3,DL,ATL,DFW,959,-2.0,99.0,731,1120,-20.0
6,10,3,WN,LAS,OAK,1225,35.0,62.0,407,1350,39.0
6,11,4,EV,ORD,RAP,1910,64.0,122.0,779,2035,72.0
6,11,4,DL,MSP,PHL,709,-6.0,129.0,980,1047,-11.0
6,11,4,WN,ATL,LGA,1230,12.0,105.0,762,1450,13.0
6,11,4,EV,DFW,GRK,855,-5.0,27.0,134,948,-17.0
6,12,5,OO,ATL,FWA,905,-3.0,76.0,508,1042,-6.0
6,12,5,MQ,ORD,SGF,1721,74.0,72.0,438,1909,60.0
6,12,5,NK,LAS,DEN,821,8.0,86.0,628,1108,30.0
6,12,5,DL,ATL,BOS,815,3.0,126.0,946,1050,-4.0
6,13,6,AA,DFW,PBI,1205,13.0,153.0,1102,1601,11.0
6,13,6,WN,LAX,OAK,815,3.0,54.0,337,925,2.0
6,13,6,WN,DEN,OAK,2110,5.0,126.0,957,2245,-3.0
6,14,7,EV,IAH,TYR,1735,3.0,30.0,163,1830,-9.0
6,14,7,MQ,ORD,DSM,1333,2.0,46.0,299,1453,7.0
6,14,7,WN,DEN,LAS,2135,-1.0,86.0,628,2225,-9.0
6,14,7,VX,LAX,BOS,815,8.0,301.0,2611,1650,20.0
6,15,1,F9,DEN,MCO,700,-1.0,188.0,1546,1234,-9.0
6,15,1,OO,DEN,SBA,1105,45.0,131.0,916,1243,40.0
6,15,1,DL,ATL,LGA,2055,62.0,109.0,762,2317,54.0
6,15,1,DL,ORD,DTW,842,40.0,48.0,235,1104,92.0
6,16,2,UA,MSP,DEN,610,2.0,137.0,680,716,31.0
6,16,2,MQ,ORD,IND,649,,,177,847,
6,16,2,DL,ATL,EWR,1625,45.0,126.0,746,1852,111.0
6,16,2,AS,LAS,SEA,700,-7.0,136.0,867,929,-4.0
6,17,3,F9,DEN,MKE,840,22.0,107.0,896,1151,12.0
6,17,3,DL,ATL,FNT,930,0.0,86.0,645,1122,-12.0
6,17,3,MQ,ORD,MSN,2155,-2.0,25.0,108,2251,-3.0
6,17,3,UA,IAH,IAD,1708,166.0,148.0,1190,2120,151.0
6,18,4,UA,DEN,ORD,1736,5.0,111.0,888,2111,-9.0
6,18,4,MQ,ORD,CVG,926,54.0,42.0,265,1142,38.0
6,18,4,AA,DFW,ORD,2010,23.0,110.0,802,2244,11.0
6,19,5,UA,DEN,SAN,1524,86.0,110.0,853,1645,68.0
6,19,5,EV,ATL,DHN,1344,-4.0,54.0,170,1342,12.0
6,19,5,AA,DFW,LGA,1400,-6.0,188.0,1389,1834,-13.0
6,19,5,UA,ORD,BOS,943,-1.0,108.0,867,1308,-20.0
6,20,6,AA,LAS,ORD,505,-1.0,191.0,1514,1047,-8.0
6,20,6,DL,MSP,PHX,915,18.0,168.0,1276,1033,13.0
6,20,6,WN,LAS,SDF,1725,-2.0,189.0,1624,5,-16.0
6,20,6,WN,DEN,LAS,1550,-2.0,87.0,628,1645,-13.0
6,21,7,F9,DEN,SAN,750,-3.0,115.0,853,909,-3.0
6,21,7,UA,LAX,EWR,2348,23.0,281.0,2454,808,12.0
6,21,7,DL,ATL,ATW,1940,-1.0,109.0,765,2057,-9.0
6,22,1,OO,MSP,FAR,1746,158.0,38.0,223,1854,150.0
6,22,1,OO,ORD,OMA,1816,20.0,69.0,416,1954,9.0
6,22,1,DL,ATL,LAS,1800,-1.0,209.0,1747,1923,-30.0
6,22,1,AA,DFW,ABQ,905,-8.0,80.0,569,959,-8.0
6,23,2,AA,DFW,LAS,705,-5.0,134.0,1055,756,-23.0
6,23,2,DL,DEN,ATL,1300,-2.0,146.0,1199,1759,-19.0
6,23,2,UA,LAX,EWR,915,219.0,268.0,2454,1745,177.0
6,23,2,EV,ORD,SAV,1859,142.0,110.0,773,2218,133.0
6,24,3,EV,ATL,MLU,1954,29.0,61.0,448,2028,19.0
6,24,3,US,ORD,PHX,1055,-7.0,198.0,1440,1234,0.0
6,24,3,OO,SFO,MFR,2230,-7.0,47.0,329,2345,-18.0
6,24,3,UA,IAH,SAN,2120,86.0,160.0,1303,2236,68.0
6,25,4,EV,ATL,LEX,954,-3.0,58.0,304,1106,6.0
6,25,4,OO,LAX,SJC,1755,48.0,47.0,308,1906,48.0
6,25,4,DL,ATL,DTW,1455,0.0,90.0,594,1659,-10.0
6,25,4,OO,DFW,ORD,2024,-7.0,114.0,802,2247,-1.0
6,26,5,UA,ORD,IAD,608,0.0,79.0,589,901,-10.0
6,26,5,EV,ORD,JAN,910,54.0,94.0,677,1111,51.0
6,26,5,EV,IAH,PNS,1300,-9.0,76.0,489,1437,-11.0
6,27,6,AA,DFW,FAT,1840,1.0,173.0,1313,2011,-18.0
6,27,6,VX,SFO,BOS,2130,0.0,325.0,2704,610,8.0
6,27,6,AA,ORD,BOS,1845,56.0,107.0,867,2218,34.0
6,28,7,NK,DEN,PHX,1025,87.0,78.0,602,1114,76.0
6,28,7,DL,SFO,HNL,1505,29.0,293.0,2398,1729,24.0
6,28,7,OO,MSP,LEX,1418,-5.0,99.0,650,1712,20.0
6,28,7,WN,MSP,ATL,1645,3.0,111.0,907,2015,-1.0
6,29,1,US,PHX,DFW,1505,0.0,127.0,868,1926,8.0
6,29,1,UA,IAH,SNA,1431,104.0,167.0,1346,1553,92.0
6,29,1,WN,ATL,BWI,1345,-3.0,77.0,577,1540,-28.0
6,29,1,US,LAS,CLT,1400,2.0,238.0,1916,2118,5.0
6,30,2,EV,ORD,ROA,1345,5.0,79.0,531,1632,4.0
6,30,2,AA,LAX,HNL,1654,86.0,301.0,2556,1950,53.0
6,30,2,WN,LAS,RNO,2235,152.0,53.0,345,2350,147.0
6,30,2,WN,ATL,MCO,1130,36.0,64.0,404,1300,29.0
7,1,3,AA,LAX,DFW,500,-4.0,162.0,1235,1012,-18.0
7,1,3,OO,ORD,CHO,2202,-4.0,80.0,567,100,-22.0
7,1,3,DL,ATL,SAV,2305,32.0,34.0,214,7,25.0
7,1,3,OO,PHX,SEA,705,-4.0,147.0,1107,1005,-12.0
7,2,4,MQ,DFW,CLL,1200,-4.0,30.0,164,1300,-5.0
7,2,4,OO,LAX,PHX,754,-2.0,65.0,370,925,-7.0
7,2,4,DL,ATL,GRR,840,-1.0,83.0,640,1029,-5.0
7,2,4,EV,DFW,GRK,2010,4.0,27.0,134,2106,-7.0
7,3,5,DL,MSP,JAC,1538,13.0,113.0,872,1700,3.0
7,3,5,AA,DFW,AUS,1225,-2.0,32.0,190,1329,-11.0
7,3,5,WN,LAX,SJC,1015,43.0,46.0,308,1120,46.0
7,4,6,WN,SFO,LAS,1435,-2.0,63.0,414,1615,-26.0
7,4,6,AA,PHX,IAH,1850,-6.0,125.0,1009,2331,-9.0
7,5,7,DL,MSP,BOI,1135,-7.0,156.0,1142,1335,-13.0
7,5,7,AS,DEN,SEA,1310,-2.0,147.0,1024,1455,0.0
7,5,7,WN,DEN,DAY,1830,-4.0,134.0,1085,2305,5.0
7,5,7,WN,PHX,DEN,1445,73.0,108.0,602,1730,89.0
7,6,1,UA,IAH,EWR,1015,16.0,179.0,1400,1455,-2.0
7,6,1,AA,DFW,SEA,1355,4.0,214.0,1660,1610,-12.0
7,6,1,OO,SFO,PHX,1545,28.0,95.0,651,1756,13.0
7,6,1,AA,SFO,DFW,645,0.0,180.0,1464,1221,-5.0
7,7,2,DL,IAH,ATL,1344,-6.0,96.0,689,1700,-19.0
7,7,2,AA,PHX,IND,905,6.0,172.0,1488,1541,-1.0
7,7,2,DL,LAX,ATL,1320,8.0,236.0,1947,2054,-6.0
7,7,2,AA,ORD,LAS,1330,-1.0,200.0,1514,1530,8.0
7,8,3,MQ,DFW,EVV,1200,-5.0,90.0,642,1400,-3.0
7,8,3,WN,ATL,FLL,2220,29.0,84.0,581,10,17.0
7,8,3,EV,IAH,HDN,1745,-4.0,132.0,985,1935,-24.0
7,8,3,EV,ORD,XNA,1553,-1.0,86.0,522,1740,3.0
7,9,4,OO,DEN,COD,1515,-3.0,60.0,391,1643,-13.0
7,9,4,WN,PHX,BUR,2020,17.0,69.0,369,2140,16.0
7,9,4,WN,LAX,BNA,1225,33.0,206.0,1797,1825,14.0
7,9,4,UA,LAS,IAH,35,-9.0,138.0,1222,534,-23.0
7,10,5,AA,DFW,DEN,1225,-1.0,90.0,641,1334,-11.0
7,10,5,WN,LAX,OAK,1655,6.0,52.0,337,1810,-1.0
7,10,5,AA,LAX,ORD,1315,-4.0,205.0,1744,1935,-19.0
7,11,6,AA,PHX,ATL,1510,226.0,189.0,1587,2155,215.0
7,11,6,AA,ORD,STL,1846,-4.0,49.0,258,2009,-16.0
7,11,6,OO,ORD,EAU,1707,-4.0,51.0,268,1823,-8.0
7,12,7,AA,ORD,DFW,505,-5.0,104.0,802,728,-24.0
7,12,7,DL,ATL,DFW,1745,12.0,95.0,731,1908,-12.0
7,12,7,WN,DEN,BNA,600,-4.0,117.0,1014,925,-7.0
7,12,7,UA,IAH,SAN,2118,0.0,161.0,1303,2230,-6.0
7,13,1,WN,LAS,BDL,1800,133.0,258.0,2297,155,110.0
7,13,1,EV,IAH,TUL,1302,-3.0,68.0,429,1436,-8.0
7,13,1,WN,LAS,DTW,1245,5.0,198.0,1749,1945,-22.0
7,13,1,DL,MSP,ORD,1300,0.0,57.0,334,1425,-8.0
7,14,2,EV,ORD,FSD,918,-1.0,70.0,462,1100,4.0
7,14,2,WN,DEN,DAL,535,2.0,93.0,651,830,-5.0
7,14,2,EV,ATL,TLH,1356,-6.0,40.0,223,1505,-5.0
7,14,2,AA,PHX,BOI,2009,87.0,90.0,735,2315,67.0
7,15,3,OO,ORD,DLH,2237,-14.0,69.0,397,15,-5.0
7,15,3,WN,LAX,HOU,925,14.0,175.0,1390,1445,15.0
7,15,3,AA,SFO,PHL,1335,18.0,292.0,2521,2158,4.0
7,16,4,EV,ATL,TYS,1210,41.0,31.0,152,1304,34.0
7,16,4,WN,LAS,DSM,1325,-2.0,145.0,1216,1815,-5.0
7,16,4,OO,MSP,DIK,1953,19.0,75.0,481,2044,7.0
7,16,4,UA,DEN,EWR,803,-9.0,196.0,1605,1357,-24.0
7,16,4,OO,SFO,BZN,905,14.0,108.0,807,1222,14.0
7,17,5,AA,LAS,PHX,2115,-10.0,48.0,255,2225,8.0
7,17,5,OO,ORD,BDL,1131,-8.0,102.0,783,1439,-13.0
7,17,5,AA,ATL,CLT,1355,-4.0,39.0,226,1515,-17.0
7,18,6,DL,ATL,BNA,1800,49.0,38.0,214,1813,34.0
7,18,6,UA,LAX,SFO,2015,150.0,50.0,337,2143,151.0
7,18,6,EV,IAH,MOB,717,-4.0,66.0,427,843,1.0
7,18,6,OO,SFO,LAX,919,-5.0,58.0,337,1056,18.0
7,19,7,UA,SFO,KOA,915,9.0,286.0,2367,1138,-8.0
7,19,7,AA,DFW,OKC,1855,10.0,38.0,175,2003,0.0
7,19,7,DL,MSP,MSN,1956,-4.0,36.0,228,2053,-5.0
7,19,7,WN,LAX,BWI,1255,7.0,308.0,2329,2105,53.0
7,20,1,AA,LAX,PHL,820,-4.0,267.0,2402,1653,-42.0
7,20,1,MQ,ORD,RST,1707,-2.0,45.0,268,1833,-19.0
7,20,1,AA,DFW,LAX,1050,-2.0,167.0,1235,1216,-20.0
7,21,2,DL,LAS,MSP,900,4.0,157.0,1299,1403,1.0
7,21,2,UA,IAH,SFO,2110,12.0,205.0,1635,2313,10.0
7,21,2,WN,LAS,SMF,1245,-1.0,66.0,397,1410,-2.0
7,21,2,EV,DFW,MLU,1559,-2.0,44.0,293,1708,-12.0
7,22,3,DL,ATL,GRR,2109,32.0,85.0,640,2310,11.0
7,22,3,VX,LAS,SFO,1235,-2.0,68.0,414,1405,-9.0
7,22,3,DL,LAX,BOS,910,7.0,281.0,2611,1758,-25.0
7,22,3,DL,LAX,SFO,1105,-5.0,51.0,337,1225,29.0
7,23,4,NK,LAS,DTW,1053,3.0,204.0,1749,1753,-9.0
7,23,4,AA,DFW,LAX,2220,4.0,151.0,1235,2341,-20.0
7,23,4,AA,DFW,AUS,1225,-2.0,32.0,190,1329,-3.0
7,23,4,OO,DEN,GCC,1122,-9.0,49.0,313,1239,-15.0
7,24,5,OO,DEN,FAT,805,-8.0,117.0,844,928,-10.0
7,24,5,WN,ATL,BWI,530,42.0,81.0,577,715,40.0
7,24,5,EV,DFW,GPT,1210,-3.0,78.0,500,1351,4.0
7,25,6,WN,PHX,RDU,910,6.0,235.0,1891,1635,-3.0
7,25,6,OO,DEN,SLC,1145,-5.0,58.0,391,1315,-19.0
7,25,6,AA,ORD,BOS,2035,14.0,103.0,867,6,-13.0
7,25,6,OO,DEN,CPR,1105,-5.0,37.0,230,1209,-7.0
7,26,7,DL,ATL,MDT,1519,-2.0,85.0,620,1721,-20.0
7,26,7,WN,LAS,BUF,1650,-4.0,222.0,1986,5,-17.0
7,26,7,DL,ATL,JAX,840,-1.0,44.0,270,940,-1.0
7,26,7,EV,ORD,DTW,1105,-3.0,51.0,235,1330,-4.0
7,27,1,AA,DEN,CLT,120,-6.0,170.0,1337,623,0.0
7,27,1,DL,MSP,SAN,925,-4.0,203.0,1532,1108,-3.0
7,27,1,DL,MSP,LAS,1945,19.0,168.0,1299,2107,21.0
7,27,1,DL,ATL,DTW,1735,-3.0,90.0,594,1940,5.0
