student_id;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences
GP3000;M;17;U;GT3;T;4;3;other;other;course;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;5;2;3;1;1;2;4
GP9326;M;16;U;GT3;T;4;3;teacher;other;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3;4;3;2;3;3;4
GP2475;M;16;U;GT3;T;3;3;services;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;2;3;1;2;3;0
GP4483;F;17;U;GT3;T;2;4;services;services;reputation;father;1;2;0;no;yes;no;yes;yes;yes;no;no;5;4;2;2;3;5;0
GP8124;F;17;U;LE3;T;3;3;other;other;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;5;3;3;2;3;1;32
GP3195;F;16;U;GT3;T;3;2;other;other;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;1;2;2;1;2;1;8
GP5156;M;17;U;GT3;T;3;3;services;services;other;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;4;3;4;2;3;4;6
GP9001;M;16;U;GT3;T;1;2;services;services;other;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;3;3;3;1;2;3;0
GP7621;M;16;U;LE3;T;2;1;other;other;course;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;2;3;1;2;5;0
GP1972;F;17;U;GT3;A;3;3;health;other;reputation;mother;1;2;0;no;yes;no;no;no;yes;yes;yes;3;3;3;1;3;3;10
GP9478;M;17;R;GT3;T;1;2;at_home;other;home;mother;1;2;0;no;no;no;no;yes;yes;no;no;3;1;3;1;5;3;6
GP0524;F;16;U;GT3;T;2;3;services;services;course;mother;1;2;0;no;no;no;no;yes;yes;yes;no;4;3;3;1;1;2;6
GP4591;F;17;U;GT3;T;1;1;at_home;services;course;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;5;3;3;1;1;3;0
GP3364;M;17;U;GT3;T;1;2;at_home;services;other;other;2;2;0;no;no;no;yes;no;yes;yes;no;4;4;4;4;5;5;16
GP9257;M;16;R;GT3;T;3;3;services;services;reputation;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;4;3;2;3;4;5;0
GP9178;M;16;U;GT3;T;2;3;other;other;home;father;2;1;0;no;no;no;no;yes;yes;yes;no;5;3;3;1;1;3;0
GP1767;F;17;U;LE3;T;2;4;services;services;course;father;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;2;1;1;5;8
GP6866;M;17;U;GT3;T;4;4;services;teacher;home;mother;1;1;0;no;no;no;no;yes;yes;yes;no;5;2;3;1;2;5;4
GP4301;M;16;R;LE3;T;3;3;teacher;other;home;father;3;1;0;no;yes;no;yes;yes;yes;yes;no;3;3;4;3;5;3;16
GP8602;F;17;U;GT3;T;4;4;services;teacher;home;mother;2;1;1;no;yes;no;no;yes;yes;yes;no;4;2;4;2;3;2;30
GP1711;F;16;U;LE3;T;4;4;teacher;teacher;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;5;2;1;2;3;0
GP5093;F;16;U;GT3;T;4;3;health;other;home;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;5;1;5;2;2
GP7444;F;16;U;GT3;T;2;3;other;other;reputation;mother;1;2;0;yes;yes;no;yes;yes;yes;no;no;4;4;3;1;3;4;4
GP3786;F;17;U;GT3;T;1;1;other;other;course;mother;1;2;0;no;yes;no;no;no;yes;no;no;4;4;4;1;3;1;0
GP6584;F;17;R;GT3;T;2;2;other;other;reputation;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;5;3;2;1;2;3;21
GP1550;F;16;R;GT3;T;2;2;services;services;reputation;mother;2;4;0;no;yes;no;yes;no;yes;yes;no;5;3;5;1;1;5;6
GP7754;F;17;U;GT3;T;3;4;at_home;services;home;mother;1;3;1;no;yes;yes;no;yes;yes;yes;yes;4;4;3;3;4;5;14
GP8304;F;16;U;GT3;A;3;1;services;other;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;2;3;3;2;2;4;2
GP8646;F;16;U;GT3;T;4;3;teacher;other;other;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;1;3;2;1;1;1;4
GP7844;F;16;U;GT3;T;1;1;at_home;other;home;mother;2;1;0;no;yes;no;no;yes;yes;no;no;4;3;2;1;4;5;2
GP5335;F;17;R;GT3;T;4;3;teacher;other;reputation;mother;2;3;0;no;yes;no;yes;yes;yes;yes;yes;4;4;2;1;1;4;0
GP5246;F;19;U;GT3;T;3;3;other;other;reputation;other;1;4;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;2;3;4
GP4752;M;17;U;LE3;T;4;4;services;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;5;3;5;4;5;3;15
GP8965;F;16;U;GT3;A;2;2;other;other;reputation;mother;1;2;0;yes;yes;no;no;yes;yes;yes;no;3;3;4;1;1;4;0
GP4624;M;18;U;GT3;T;2;2;services;other;home;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;4;4;2;4;5;10
GP0778;F;17;R;LE3;T;4;4;services;other;other;mother;1;1;0;no;yes;no;no;yes;yes;no;no;5;2;1;1;2;3;6
GP2609;F;17;U;LE3;T;3;2;other;other;reputation;mother;2;2;0;no;no;no;no;yes;yes;yes;no;4;4;4;1;3;1;2
GP8179;F;17;U;GT3;T;4;3;other;other;reputation;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;3;4;5;2;4;1;16
GP6833;M;18;U;LE3;T;3;3;services;health;home;father;1;2;0;no;yes;no;no;yes;yes;yes;no;3;2;4;2;4;4;10
GP6303;F;17;U;GT3;T;2;3;at_home;other;home;father;2;1;0;no;yes;no;no;yes;yes;no;no;3;3;3;1;4;3;4
GP7935;F;17;U;GT3;T;2;2;at_home;at_home;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;4;0
GP1959;F;17;R;GT3;T;2;1;at_home;services;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;5;1;2;5;0
GP8771;F;17;U;GT3;T;1;1;at_home;other;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;no;yes;4;3;4;1;1;5;12
GP1428;F;16;U;GT3;T;2;3;services;teacher;other;mother;1;2;0;yes;no;no;no;yes;yes;yes;no;2;3;1;1;1;3;0
GP0096;M;18;U;GT3;T;2;2;other;other;home;mother;2;2;3;no;yes;yes;no;yes;yes;yes;no;3;3;3;5;5;4;9
GP7170;F;16;U;GT3;T;4;4;teacher;services;home;mother;1;3;0;no;yes;no;yes;no;yes;yes;no;5;3;2;1;1;5;4
GP2927;F;18;R;GT3;T;3;1;other;other;reputation;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;1;4;4
GP6607;F;17;U;GT3;T;3;2;other;other;course;mother;1;2;0;no;no;no;yes;no;yes;yes;no;5;3;4;1;3;3;2
GP9029;M;17;U;LE3;T;2;3;services;services;reputation;father;1;2;0;no;yes;no;no;no;yes;yes;no;5;3;3;1;3;3;0
GP9715;M;18;U;LE3;T;2;1;at_home;other;course;mother;4;2;0;yes;yes;no;yes;yes;yes;yes;yes;4;3;2;4;5;3;2
GP1695;F;17;U;GT3;A;2;1;other;other;course;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;3;2;3;1;2;3;0
GP2601;F;17;U;LE3;T;4;3;health;other;reputation;father;1;2;0;no;no;no;yes;yes;yes;yes;yes;3;2;3;1;2;3;0
GP7549;M;17;R;GT3;T;2;2;other;other;course;father;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;5;2;1;1;1;0
GP9494;M;17;U;GT3;T;4;4;teacher;teacher;reputation;mother;1;2;0;yes;yes;no;yes;yes;yes;yes;yes;4;5;5;1;3;2;0
GP0333;M;16;U;GT3;T;4;4;health;other;reputation;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;4;2;4;1;0
GP6321;M;16;U;LE3;T;1;1;other;other;home;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;3;4;2;1;1;5;2
GP9958;M;16;U;GT3;T;3;2;at_home;other;reputation;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;3;2;0
GP9453;M;17;U;LE3;T;2;2;other;other;home;father;1;2;0;no;no;no;yes;no;yes;yes;yes;4;4;2;5;5;4;0
GP8099;F;16;U;GT3;T;2;1;other;other;home;mother;1;1;0;no;no;no;no;yes;yes;yes;yes;4;5;2;1;1;5;4
GP2717;F;16;U;GT3;A;4;1;other;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;2;5;0
GP0189;F;18;U;LE3;A;2;4;services;other;course;mother;2;2;1;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;3;18
GP4698;F;18;U;LE3;T;2;2;at_home;services;course;mother;1;2;1;no;yes;no;no;no;yes;yes;yes;5;3;1;1;1;5;16
GP3044;F;18;U;GT3;T;3;3;other;other;course;mother;2;1;1;no;no;no;no;yes;no;yes;no;4;1;1;1;1;3;14
GP9828;M;18;U;GT3;T;2;2;other;at_home;course;other;1;1;1;no;yes;no;yes;no;no;yes;yes;4;4;3;2;2;1;26
GP8634;M;17;U;GT3;T;4;4;teacher;teacher;course;mother;1;1;0;no;yes;no;yes;no;yes;yes;no;4;2;1;1;2;5;6
GP2744;F;17;U;GT3;T;3;2;other;other;course;father;1;2;0;no;no;no;yes;yes;yes;no;no;5;4;2;1;1;3;4
GP0443;F;17;U;LE3;T;1;1;at_home;at_home;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;3;2;1;2;4;10
GP6742;F;16;U;GT3;T;1;2;other;other;course;mother;1;1;0;no;no;no;no;yes;no;yes;no;5;3;5;1;2;5;4
GP5615;F;17;R;GT3;T;2;1;at_home;services;course;mother;3;2;0;no;no;no;yes;yes;yes;no;no;2;1;1;1;1;3;2
GP4248;F;17;R;LE3;A;1;4;other;other;course;other;4;1;1;no;yes;no;no;yes;yes;yes;no;5;5;4;1;1;5;14
GP1683;M;18;U;GT3;T;2;2;other;services;reputation;father;1;2;0;no;no;no;no;yes;no;yes;no;5;5;4;3;5;2;16
GP6931;F;17;U;LE3;A;2;2;other;other;home;mother;1;1;1;no;yes;no;no;no;no;yes;no;3;1;2;1;1;1;8
GP7477;F;17;R;LE3;T;1;1;at_home;other;course;mother;2;3;0;no;no;no;yes;yes;yes;yes;no;4;3;3;1;3;5;4
GP8657;F;17;U;LE3;A;4;2;teacher;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;no;no;4;3;2;1;1;4;4
GP0814;M;17;U;LE3;T;4;3;health;other;course;mother;2;2;0;no;no;no;yes;yes;yes;yes;yes;2;5;5;1;4;5;8
GP5798;M;17;R;LE3;A;4;4;teacher;other;course;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;3;3;3;2;3;4;0
GP1044;M;16;U;LE3;T;4;3;teacher;other;course;mother;1;1;0;no;no;no;yes;no;yes;yes;no;5;4;5;1;1;3;7
GP3298;M;16;U;GT3;T;4;4;services;services;course;mother;1;1;0;no;no;yes;yes;yes;yes;yes;no;5;3;2;1;2;5;4
GP5426;F;17;U;GT3;T;4;4;teacher;services;course;mother;1;2;0;no;yes;yes;no;yes;yes;yes;yes;5;3;1;1;4;5;2
GP7474;M;17;R;GT3;T;1;1;other;other;home;father;2;3;0;no;no;no;no;no;yes;yes;yes;4;3;3;1;1;1;2
GP0296;F;17;U;GT3;T;3;3;services;other;home;mother;2;3;0;no;yes;no;no;yes;yes;yes;yes;4;2;2;2;3;5;10
GP0562;F;17;U;GT3;T;1;1;at_home;other;course;mother;1;2;0;yes;no;no;no;no;yes;no;yes;4;3;2;1;1;4;10
GP6552;F;18;U;GT3;T;2;1;other;other;course;other;2;3;0;no;yes;no;no;no;yes;yes;yes;4;4;4;1;1;3;10
GP6412;M;16;U;GT3;T;2;1;other;other;course;mother;3;1;0;no;no;no;no;yes;yes;yes;no;4;3;3;1;1;4;7
GP6687;F;17;U;GT3;T;1;1;other;services;course;father;1;2;0;no;yes;no;no;yes;yes;no;no;4;3;4;1;2;5;4
GP0433;M;17;U;GT3;T;2;3;other;other;course;father;2;1;0;no;no;no;no;yes;yes;yes;no;5;2;2;1;1;2;2
GP4481;M;22;U;GT3;T;3;1;services;services;other;mother;1;1;3;no;no;no;no;no;no;yes;yes;5;4;5;5;5;1;12
GP6001;M;18;R;LE3;T;3;3;other;services;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;3;3;1;3;5;8
GP4349;M;16;U;GT3;T;0;2;other;other;other;mother;1;1;0;no;no;no;no;no;yes;yes;no;4;3;2;2;4;5;0
GP5729;M;18;U;GT3;T;3;2;services;other;course;mother;2;1;0;no;no;no;no;yes;no;yes;no;4;4;5;2;4;5;8
GP5594;M;16;U;GT3;T;3;3;at_home;other;reputation;other;3;2;1;yes;yes;no;no;no;yes;yes;no;5;3;3;1;3;2;4
GP2258;M;18;U;GT3;T;2;1;services;services;other;mother;1;1;2;no;no;no;no;no;no;yes;no;3;2;5;2;5;5;4
GP6389;M;16;R;GT3;T;2;1;other;other;course;mother;2;1;0;no;no;no;yes;no;yes;no;no;3;3;2;1;3;3;2
GP1905;M;17;R;GT3;T;2;1;other;other;course;mother;1;1;0;no;no;no;no;no;yes;yes;no;4;4;2;2;4;5;0
GP6080;M;17;U;LE3;T;1;1;health;other;course;mother;2;1;1;no;yes;no;yes;yes;yes;yes;no;4;4;4;1;2;5;0
GP9187;F;18;U;LE3;A;2;1;other;other;course;mother;1;2;0;no;yes;no;no;no;yes;yes;yes;4;3;4;1;3;5;2
GP0009;F;17;U;LE3;T;4;2;teacher;services;reputation;mother;1;4;0;no;yes;no;yes;yes;yes;yes;no;4;2;3;1;1;4;2
GP1304;F;19;U;GT3;T;2;2;services;services;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;5;0
GP9849;M;18;U;LE3;T;2;1;services;other;course;mother;3;2;1;no;no;no;yes;no;no;yes;no;4;4;5;4;4;5;4
GP7655;F;17;R;GT3;T;4;2;other;other;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;4;3;4;1;3;5;2
GP9273;F;18;U;LE3;T;1;1;other;at_home;home;mother;1;3;0;no;yes;no;no;no;yes;no;no;4;4;3;2;3;3;4
GP1809;F;18;R;GT3;T;2;2;other;other;home;mother;1;2;0;yes;no;no;no;yes;yes;no;no;3;2;3;1;1;5;4
GP8220;M;19;U;LE3;A;4;3;services;at_home;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;1;1;1;1;4
GP6827;M;18;U;GT3;T;2;1;other;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;5;2;4;1;2;4;2
GP9181;M;17;R;GT3;T;2;2;other;services;other;mother;2;1;0;no;no;no;no;no;no;no;no;5;2;2;1;1;4;0
GP9681;F;17;U;LE3;T;2;2;services;services;course;father;1;4;0;no;no;no;yes;yes;yes;yes;yes;3;4;1;1;1;2;2
GP3752;F;20;R;GT3;T;2;1;other;other;course;other;2;2;0;no;yes;yes;yes;yes;no;yes;yes;1;2;3;1;2;2;8
GP2522;F;18;U;GT3;T;4;3;services;other;home;father;1;2;0;no;yes;no;no;yes;yes;yes;yes;3;1;2;1;3;2;2
GP5473;M;18;U;GT3;T;4;3;teacher;other;course;mother;1;2;0;no;yes;no;no;no;yes;yes;no;4;3;2;1;1;3;2
GP2932;M;18;R;GT3;T;3;2;other;other;course;mother;1;3;0;no;no;no;yes;no;yes;no;no;5;3;2;1;1;3;2
GP5683;F;17;U;GT3;T;3;3;other;other;home;mother;1;3;0;no;no;no;yes;no;yes;no;no;3;2;3;1;1;4;2
GP0199;F;18;U;GT3;T;2;2;at_home;services;home;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;3;3;1;1;3;0
GP5970;M;17;U;GT3;T;2;2;other;other;home;father;2;1;0;no;no;no;no;yes;no;yes;no;4;4;4;2;3;4;8
GP3915;M;18;R;LE3;A;3;4;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;5;3;4;1;6
GP8288;M;17;U;GT3;T;3;1;services;other;other;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;4;4;3;4;5;0
GP3998;F;18;R;GT3;T;4;4;teacher;other;reputation;mother;2;2;0;no;no;no;yes;yes;yes;yes;no;4;3;4;2;2;4;8
GP9421;M;18;U;GT3;T;4;2;health;other;reputation;father;1;2;0;no;yes;no;yes;yes;yes;yes;yes;5;4;5;1;3;5;4
GP4394;F;18;R;GT3;T;2;1;other;other;reputation;mother;2;2;0;no;yes;no;no;yes;no;yes;yes;4;3;5;1;2;3;12
GP2628;F;19;U;GT3;T;3;3;other;services;home;other;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;5;3;3;5;16
GP8345;F;18;U;GT3;T;2;3;other;services;reputation;father;1;4;0;no;yes;no;yes;yes;yes;yes;yes;4;5;5;1;3;2;10
GP1675;F;18;U;LE3;T;1;1;other;other;home;mother;2;2;0;no;yes;no;no;no;yes;no;no;4;4;3;1;1;3;2
GP4936;M;17;R;GT3;T;1;2;at_home;at_home;home;mother;1;2;0;no;yes;no;yes;no;yes;no;yes;3;5;2;2;2;1;2
GP2794;F;18;U;GT3;T;2;1;other;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;2;5;1;2;1;8
GP5129;F;17;U;GT3;T;2;4;at_home;health;reputation;mother;2;2;0;no;yes;no;no;yes;yes;yes;yes;4;3;3;1;1;1;6
GP3180;F;17;U;LE3;T;2;2;services;other;course;mother;2;2;0;yes;yes;no;no;yes;yes;yes;yes;4;4;4;2;3;5;6
GP2240;F;18;R;GT3;A;3;2;other;services;home;mother;2;2;0;no;no;no;no;no;no;yes;yes;4;1;1;1;1;5;15
GP2342;M;18;U;GT3;T;4;4;teacher;services;home;mother;2;1;0;no;no;no;yes;yes;yes;yes;no;3;2;4;1;4;3;6
GP1544;F;18;U;GT3;T;4;4;health;health;reputation;father;1;2;1;yes;yes;no;yes;yes;yes;yes;yes;2;4;4;1;1;4;2
GP5479;F;17;U;GT3;T;2;2;other;services;reputation;father;3;3;0;no;yes;no;no;yes;yes;yes;yes;4;2;3;1;1;1;8
GP8196;F;19;R;GT3;T;3;2;services;services;reputation;father;1;2;1;yes;yes;no;no;yes;no;yes;no;3;3;3;4;3;3;0
GP8078;M;18;U;LE3;T;4;3;teacher;services;course;mother;2;1;0;no;no;no;yes;yes;yes;yes;no;4;2;3;1;2;1;0
GP2194;M;18;U;GT3;T;1;2;at_home;other;home;other;2;1;0;no;no;no;no;no;no;yes;no;3;4;4;2;4;4;10
GP8101;M;17;U;LE3;A;4;1;services;other;home;mother;2;1;0;no;no;no;yes;yes;yes;yes;yes;4;5;4;2;4;5;22
GP9262;M;17;U;LE3;A;3;2;teacher;services;home;mother;1;1;0;no;no;no;no;yes;yes;yes;no;4;4;4;3;4;3;18
GP6093;F;18;R;LE3;T;1;1;at_home;other;reputation;mother;2;4;0;no;yes;no;yes;yes;yes;no;no;5;2;2;1;1;3;2
GP3618;F;18;U;GT3;T;1;1;other;other;home;mother;2;2;0;yes;no;no;yes;yes;yes;yes;no;5;4;4;1;1;4;0
GP4699;F;17;U;GT3;T;2;2;other;other;course;mother;1;2;0;no;yes;no;no;no;yes;yes;no;5;4;5;1;2;5;12
GP1872;F;18;U;GT3;T;2;1;other;other;reputation;mother;2;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;1;1;1;5;10
GP3951;M;17;U;GT3;T;1;1;other;other;reputation;father;1;2;0;no;no;no;no;no;yes;yes;no;4;3;3;1;2;4;0
GP8422;F;18;U;GT3;T;2;2;at_home;at_home;other;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;2;2;0
GP7736;F;17;U;GT3;T;1;1;services;teacher;reputation;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;3;0
GP8006;M;18;U;GT3;T;2;1;services;services;reputation;mother;1;3;0;no;no;no;yes;yes;yes;yes;no;4;2;4;1;3;2;0
GP5907;M;18;U;LE3;A;4;4;teacher;teacher;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;3;1;1;2;0
GP7738;M;18;U;GT3;T;4;2;teacher;other;home;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;4;3;2;1;4;5;2
GP9500;F;17;U;GT3;T;4;3;health;services;reputation;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;2;2;1;2;3;0
GP8500;F;17;R;LE3;T;3;1;services;other;reputation;mother;2;4;0;no;yes;no;no;yes;yes;no;no;3;1;2;1;1;3;0
GP0991;M;18;R;LE3;T;3;2;services;other;reputation;mother;2;3;0;no;yes;no;yes;yes;yes;yes;no;5;4;2;1;1;4;0
GP0205;M;17;U;GT3;T;3;3;health;other;home;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;4;4;3;1;3;5;0
GP9225;F;19;U;GT3;T;4;4;health;other;reputation;other;2;2;0;no;yes;no;yes;yes;yes;yes;no;2;3;4;2;3;2;2
GP2574;F;18;U;LE3;T;4;3;other;other;home;other;2;2;0;no;yes;no;no;yes;yes;yes;yes;4;4;5;1;2;2;0
GP8032;F;18;U;GT3;T;4;3;other;other;reputation;father;1;4;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;3;0
GP2869;M;18;U;LE3;T;4;4;teacher;teacher;home;mother;1;1;0;no;yes;no;no;yes;yes;yes;yes;1;4;2;2;2;1;0
GP1109;F;18;U;LE3;A;4;4;health;other;home;mother;1;2;0;no;yes;yes;no;yes;yes;yes;yes;4;2;4;1;1;4;0
GP7164;M;17;U;LE3;T;4;4;other;teacher;home;father;2;1;0;no;no;no;no;yes;yes;yes;no;4;1;1;2;2;5;0
GP7205;F;17;R;GT3;T;4;4;services;services;reputation;mother;2;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;4;1;1;5;0
GP7626;F;17;U;GT3;T;4;2;other;other;reputation;mother;2;3;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;3;0
GP6697;F;17;U;GT3;T;3;2;health;health;reputation;father;1;4;0;no;yes;no;yes;no;yes;yes;no;5;2;2;1;2;5;0
GP4733;M;19;R;LE3;T;2;1;at_home;services;course;mother;2;3;1;no;no;no;yes;yes;yes;yes;yes;4;3;1;1;1;5;0
GP8504;M;20;U;GT3;A;3;2;services;other;course;other;1;1;2;no;no;no;yes;yes;yes;no;no;5;5;3;1;1;5;0
GP7947;M;19;R;GT3;T;3;3;other;services;reputation;father;1;2;0;no;no;no;yes;yes;yes;no;yes;4;5;3;1;2;5;0
GP5421;F;18;U;GT3;T;1;4;other;teacher;home;mother;1;2;0;yes;yes;no;no;no;yes;no;yes;3;4;4;1;2;5;2
GP6357;F;18;U;GT3;T;2;1;services;other;course;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;2;1;2
GP8844;F;17;U;GT3;T;2;3;other;other;course;father;2;2;0;no;no;no;yes;yes;yes;yes;yes;4;2;1;1;1;3;2
GP9174;F;17;R;GT3;T;4;4;teacher;teacher;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;4;4;4;1;1;5;2
GP0108;F;18;U;GT3;T;4;3;other;other;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;3;4;1;1;5;2
GP1543;F;18;U;LE3;T;4;3;health;services;course;mother;2;1;0;no;yes;no;no;yes;yes;yes;no;3;2;4;1;4;1;8
GP2168;F;17;R;GT3;T;3;4;at_home;services;course;father;1;3;0;no;yes;no;yes;no;yes;yes;no;4;3;4;2;5;5;2
GP4278;F;18;U;GT3;T;3;3;at_home;other;course;father;1;2;0;no;yes;no;no;yes;yes;yes;no;4;1;4;1;1;3;8
GP2390;M;19;U;GT3;T;4;2;health;other;course;mother;2;2;0;no;yes;no;yes;yes;yes;yes;yes;5;4;4;1;1;1;9
GP7393;F;18;U;GT3;T;4;4;teacher;other;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;4;4;3;3;5;0
GP1933;F;18;U;GT3;T;3;4;other;other;course;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;5;4;4;1;1;1;4
GP4163;F;17;U;GT3;T;4;4;health;health;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;5;3;4;1;2;5;2
GP0489;F;17;U;GT3;A;4;3;services;services;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;5;2;2;1;2;5;14
GP3286;F;17;U;LE3;A;3;3;services;other;home;mother;1;2;0;yes;yes;no;no;yes;yes;yes;no;5;3;3;1;1;5;0
GP0727;F;17;U;LE3;T;2;1;other;other;home;father;1;2;0;no;no;no;yes;yes;yes;yes;no;4;2;3;2;2;2;2
GP4275;M;18;U;LE3;T;4;4;other;other;reputation;father;1;1;0;no;yes;no;no;yes;yes;yes;no;4;2;5;3;4;5;2
GP8567;F;19;U;GT3;T;1;1;other;other;course;other;3;3;0;no;no;no;yes;yes;no;no;yes;1;5;5;4;3;5;12
GP4839;F;19;U;LE3;A;1;1;other;other;course;other;3;2;2;no;yes;no;no;no;yes;yes;yes;5;3;4;1;1;4;2
GP2449;F;18;U;GT3;T;2;2;other;other;course;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;4;3;5;2;4;5;2
GP3917;F;17;U;GT3;T;2;2;other;other;course;mother;1;2;0;no;yes;no;no;yes;yes;no;yes;4;2;2;1;1;3;4
GP9466;F;17;R;LE3;T;2;2;services;services;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;3;3;2;2;2;3;0
GP1035;F;17;U;GT3;T;3;1;services;services;course;father;1;3;0;no;yes;no;no;no;yes;yes;no;3;4;3;2;3;5;0
GP3882;F;17;U;LE3;T;0;2;at_home;at_home;home;father;2;3;0;no;no;no;no;yes;yes;yes;no;3;3;3;2;3;2;0
GP0861;F;18;U;GT3;T;1;1;other;other;home;mother;2;3;0;no;no;no;yes;yes;yes;yes;no;4;5;5;1;2;2;0
GP0407;M;18;U;GT3;T;4;4;other;other;course;mother;1;3;0;no;no;no;yes;yes;yes;yes;no;4;3;3;2;2;3;0
GP7127;M;17;U;GT3;T;3;3;other;services;reputation;mother;1;1;0;no;no;no;yes;no;yes;yes;no;4;3;5;3;5;5;0
GP3584;M;17;R;GT3;T;2;2;services;other;course;mother;4;1;0;no;yes;no;no;yes;yes;yes;no;4;4;5;5;5;4;2
GP7410;F;17;U;GT3;T;4;4;teacher;services;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;3;4;0
GP5310;F;17;U;GT3;T;4;4;teacher;teacher;course;mother;2;3;0;no;yes;no;no;no;yes;yes;yes;4;3;3;1;2;4;4
GP0281;F;17;U;GT3;T;3;3;at_home;other;course;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;no;4;2;5;2;5;5;2
GP6978;M;18;U;LE3;T;2;2;other;other;course;mother;1;4;0;no;yes;yes;yes;yes;yes;yes;no;4;5;5;2;4;5;0
GP1677;M;19;R;GT3;T;3;2;at_home;services;home;other;1;1;0;no;yes;no;no;no;yes;no;yes;5;3;4;2;2;5;0
GP1968;F;18;U;GT3;T;2;2;at_home;other;course;mother;4;2;0;no;no;no;yes;yes;yes;no;yes;4;2;5;1;1;2;2
GP1026;F;17;R;GT3;T;2;4;at_home;other;course;father;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;4;3;1;1;5;0
